Post Date,Due Date,Encoded Name,Invoice #,Charge Category,Charge Detail,Program,Program Schedule,Billing Term,Original Charge,Discount 1,Discount 2,Discount 3,Discount 4,Discount Amount,Original Charge Amount,Adjustment Amount,Current Charge Amount,Encoded Name
8/27/2022,9/1/2022,SJ111,28187368,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",SJ111
8/27/2022,9/1/2022,SW833,24749611,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",SW833
8/27/2022,9/1/2022,SJ280,24896202,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",SJ280
8/27/2022,9/1/2022,SC310,24749588,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",SC310
8/27/2022,9/1/2022,TI191,29620472,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,TI191
8/27/2022,9/1/2022,TA230,20358881,Tuition,,Primary,FD,Monthly,$950.00 ,Employee discount,,,,($950.00), $-   , $-   , $-   ,TA230
8/27/2022,9/1/2022,VV916,26807592,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,VV916
8/27/2022,9/1/2022,WN777,24749600,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount, Healthcare Worker,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",WN777
8/27/2022,9/1/2022,YP112,29130440,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,YP112
8/27/2022,9/1/2022,YS461,24860072,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",YS461
8/27/2022,9/1/2022,ZJ159,28440935,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount,,,,($50.00),$950.00 , $-   ,$950.00 ,ZJ159
8/27/2022,9/1/2022,ZJ591,24758579,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",ZJ591
8/27/2022,9/1/2022,ZC300,28165999,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Employee discount,,,,"($1,100.00)", $-   , $-   , $-   ,ZC300
8/28/2022,9/2/2022,AJ157,27053924,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Sibling / family discount,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",AJ157
8/28/2022,9/2/2022,AO557,27053011,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",AO557
8/28/2022,9/2/2022,AA291,26922445,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",AA291
8/28/2022,9/2/2022,AA335,26922419,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",AA335
8/28/2022,9/2/2022,AA667,26923843,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,"($1,000.00)", $-   , $-   , $-   ,AA667
8/28/2022,9/2/2022,AB584,26922118,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount, Sibling / family discount,,,($100.00),$950.00 , $-   ,$950.00 ,AB584
8/28/2022,9/2/2022,AJ582,26917702,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AJ582
8/28/2022,9/2/2022,BT640,26916213,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($300.00),$700.00 , $-   ,$700.00 ,BT640
8/28/2022,9/2/2022,BR560,26930518,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",BR560
8/28/2022,9/2/2022,BD554,26917690,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,BD554
8/28/2022,9/2/2022,CP697,26925086,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,CP697
8/28/2022,9/2/2022,DH547,26922432,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",DH547
8/28/2022,9/2/2022,DA550,26929957,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Old Price Discount, Friends & Family,,,($250.00),$800.00 , $-   ,$800.00 ,DA550
8/28/2022,9/2/2022,ED996,26922437,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",ED996
8/28/2022,9/2/2022,EB992,26924850,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",EB992
8/28/2022,9/2/2022,EA361,26927218,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,EA361
8/28/2022,9/2/2022,FA203,26920668,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($262.50),$787.50 , $-   ,$787.50 ,FA203
8/28/2022,9/2/2022,GB504,26927010,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,GB504
8/28/2022,9/2/2022,GI324,26921059,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",GI324
8/28/2022,9/2/2022,HS639,26919899,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,HS639
8/28/2022,9/2/2022,HT869,26921789,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount, Friends & Family,,,($200.00),$850.00 , $-   ,$850.00 ,HT869
8/28/2022,9/2/2022,IC132,26917694,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,IC132
8/28/2022,9/2/2022,IP639,26927006,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,IP639
8/28/2022,9/2/2022,IS539,26919410,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($200.00),$850.00 , $-   ,$850.00 ,IS539
8/28/2022,9/2/2022,JA202,26917698,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,JA202
8/28/2022,9/2/2022,JS520,26921047,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",JS520
8/28/2022,9/2/2022,JJ109,26927738,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Friends & Family,,,,"($1,050.00)", $-   , $-   , $-   ,JJ109
8/28/2022,9/2/2022,KT519,26916221,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($300.00),$700.00 , $-   ,$700.00 ,KT519
8/28/2022,9/2/2022,KT402,26921778,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount, Friends & Family,,,($200.00),$850.00 , $-   ,$850.00 ,KT402
8/28/2022,9/2/2022,LS909,26919406,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($200.00),$850.00 , $-   ,$850.00 ,LS909
8/28/2022,9/2/2022,LD536,26922114,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount, Sibling / family discount,,,($100.00),$950.00 , $-   ,$950.00 ,LD536
8/28/2022,9/2/2022,MA314,26922441,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,MA314
8/28/2022,9/2/2022,MA427,26916355,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($200.00),$800.00 , $-   ,$800.00 ,MA427
8/28/2022,9/2/2022,MA857,26927721,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Friends & Family,,,,"($1,050.00)", $-   , $-   , $-   ,MA857
8/28/2022,9/2/2022,NN797,26930524,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",NN797
8/28/2022,9/2/2022,NA372,26928485,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($262.50),$787.50 ,($787.50), $-   ,NA372
8/28/2022,9/2/2022,NH274,26916654,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",,,,,($889.00),$111.00 , $-   ,$111.00 ,NH274
8/28/2022,9/2/2022,PC821,26916658,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",PC821
8/28/2022,9/2/2022,RA324,26922128,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount, Sibling / family discount,,,($100.00),$950.00 , $-   ,$950.00 ,RA324
8/28/2022,9/2/2022,SG874,26928489,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($262.50),$787.50 , $-   ,$787.50 ,SG874
8/28/2022,9/2/2022,SK436,26921054,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",SK436
8/28/2022,9/2/2022,VB739,26930170,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Old Price Discount, Healthcare Worker,,,($100.00),$950.00 , $-   ,$950.00 ,VB739
8/28/2022,9/2/2022,WA967,26915819,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,"($1,000.00)", $-   , $-   , $-   ,WA967
8/28/2022,9/2/2022,YK647,26924081,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($350.00),$650.00 , $-   ,$650.00 ,YK647
8/28/2022,9/2/2022,ZG633,26920682,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,($262.50),$787.50 , $-   ,$787.50 ,ZG633
8/28/2022,9/2/2022,ZA810,26919054,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Friends & Family,,,,"($1,050.00)", $-   , $-   , $-   ,ZA810
8/28/2022,9/2/2022,ZR267,26917527,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,ZR267
8/28/2022,9/2/2022,ZJ754,27053745,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",ZJ754
9/9/2022,9/9/2022,AB944,32750157,Tuition,,Elementary,5SD,Monthly,$604.54 ,,,,, $-   ,$604.54 , $-   ,$604.54 ,AB944
9/9/2022,9/9/2022,FB569,32750139,Tuition,,Middle/High,5SD,Monthly,$604.54 ,,,,, $-   ,$604.54 , $-   ,$604.54 ,FB569
9/7/2022,9/12/2022,AK459,31904339,Tuition,,Toddler,5HD,Monthly,"$1,024.39 ",Sibling / family discount,,,,($51.22),$973.17 ,($973.17), $-   ,AK459
9/10/2022,9/15/2022,DS399,26939140,Tuition,,Middle/High,FD,Monthly,"$1,050.00 ",Old Price Discount, Sibling / family discount,,,($100.00),$950.00 , $-   ,$950.00 ,DS399
9/10/2022,9/15/2022,LS391,26939512,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",LS391
9/15/2022,9/19/2022,MS696,33479275,Tuition,,Primary,5SD,Monthly,$704.39 ,,,,, $-   ,$704.39 , $-   ,$704.39 ,MS696
9/22/2022,9/22/2022,AP659,34532719,Tuition,Adjustment,Primary,FD,Monthly,$57.23 ,,,,, $-   ,$57.23 , $-   ,$57.23 ,AP659
9/22/2022,9/22/2022,AP659,34532696,Tuition,Adjustment,Toddler,FD,Monthly,$63.42 ,,,,, $-   ,$63.42 ,($63.42), $-   ,AP659
9/22/2022,9/22/2022,KP691,34532747,Tuition,Adjustment,Toddler,FD,Monthly,$63.42 ,,,,, $-   ,$63.42 ,($63.42), $-   ,KP691
9/15/2022,9/30/2022,DZ990,29995250,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ",($150.00),$850.00 ,DZ990
9/26/2022,10/1/2022,AT963,24902616,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,AT963
9/26/2022,10/1/2022,AL254,30162817,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",AL254
9/26/2022,10/1/2022,AK459,31904900,Tuition,,Toddler,5HD,Monthly,"$1,292.68 ",Sibling / family discount,,,,($64.63),"$1,228.05 ","($1,228.05)", $-   ,AK459
9/27/2022,10/1/2022,AK459,35002394,Tuition,,Toddler,5SD,Monthly,"$1,289.00 ",,,,, $-   ,"$1,289.00 ","($1,289.00)", $-   ,AK459
9/26/2022,10/1/2022,AA922,24893984,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",AA922
9/26/2022,10/1/2022,AJ732,20833529,Tuition,,Primary,FD,Monthly,$950.00 ,Employee discount,,,,($950.00), $-   , $-   , $-   ,AJ732
9/26/2022,10/1/2022,AF115,24737850,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",AF115
9/26/2022,10/1/2022,AC605,28165624,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,AC605
9/26/2022,10/1/2022,AK875,26789498,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,AK875
9/26/2022,10/1/2022,AA675,26758010,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AA675
9/26/2022,10/1/2022,AP659,26786501,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount, Corporate Discount,,,($97.50),$902.50 , $-   ,$902.50 ,AP659
9/26/2022,10/1/2022,AT168,24860091,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AT168
9/26/2022,10/1/2022,AB944,32750175,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($300.00),$700.00 , $-   ,$700.00 ,AB944
9/26/2022,10/1/2022,AS333,24893118,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Friends & Family,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",AS333
9/26/2022,10/1/2022,AH405,24738693,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount, Sibling / family discount,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",AH405
9/26/2022,10/1/2022,AJ459,24860066,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AJ459
9/26/2022,10/1/2022,BX294,26802059,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",BX294
9/26/2022,10/1/2022,BI788,24738925,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,BI788
9/26/2022,10/1/2022,BD987,28628998,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,,($550.00),$550.00 ,($263.58),$286.42 ,BD987
9/26/2022,10/1/2022,BU753,26790784,Tuition,,Primary,5SD,Monthly,$950.00 ,Old Price Discount,,,,($100.00),$850.00 , $-   ,$850.00 ,BU753
9/26/2022,10/1/2022,CK660,27153727,Tuition,,Primary,5SD,Monthly,$950.00 ,Old Price Discount,,,,($100.00),$850.00 , $-   ,$850.00 ,CK660
9/26/2022,10/1/2022,CM826,29663410,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,014.00)",$141.00 , $-   ,$141.00 ,CM826
9/26/2022,10/1/2022,DW112,26807159,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount, Teacher Discount,,($142.62),$857.38 , $-   ,$857.38 ,DW112
9/26/2022,10/1/2022,DA530,29603424,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",DA530
9/26/2022,10/1/2022,DG767,26936451,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Healthcare Worker,,,($102.50),$997.50 , $-   ,$997.50 ,DG767
9/26/2022,10/1/2022,DW724,19604467,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,DW724
9/26/2022,10/1/2022,DA466,26733560,Tuition,,Toddler,5HD,Monthly,"$1,000.00 ",Corporate Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,DA466
9/26/2022,10/1/2022,DM302,26805133,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,DM302
9/26/2022,10/1/2022,DH221,26802903,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount,,,,($50.00),$950.00 , $-   ,$950.00 ,DH221
9/26/2022,10/1/2022,DM499,27155094,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Corporate Discount,,,($102.50),$997.50 , $-   ,$997.50 ,DM499
9/26/2022,10/1/2022,EN878,24860038,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",EN878
9/26/2022,10/1/2022,EH577,24901305,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Healthcare Worker,,,($102.50),$997.50 , $-   ,$997.50 ,EH577
9/26/2022,10/1/2022,ER947,24902167,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",ER947
9/26/2022,10/1/2022,ET629,26805125,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,ET629
9/26/2022,10/1/2022,EF185,24858499,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Teacher Discount,,,($102.50),$997.50 , $-   ,$997.50 ,EF185
9/26/2022,10/1/2022,ED193,24889628,Tuition,,Toddler,3SD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 ,($950.00), $-   ,ED193
9/26/2022,10/1/2022,EZ506,27972800,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount, Teacher Discount, Healthcare Worker,($185.49),$814.51 , $-   ,$814.51 ,EZ506
9/26/2022,10/1/2022,ET187,26694900,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount, Teacher Discount,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",ET187
9/26/2022,10/1/2022,EM146,28373800,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,EM146
9/26/2022,10/1/2022,EH346,24856064,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",EH346
9/26/2022,10/1/2022,FK590,24895539,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Sibling / family discount,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",FK590
9/26/2022,10/1/2022,FI290,29621157,Tuition,,Middle/High,5SD,Monthly,$950.00 ,Employee discount,,,,($475.00),$475.00 , $-   ,$475.00 ,FI290
9/26/2022,10/1/2022,FB569,32750206,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",Friends & Family,,,,($300.00),$700.00 , $-   ,$700.00 ,FB569
9/26/2022,10/1/2022,FA866,20401001,Tuition,,Elementary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,FA866
9/26/2022,10/1/2022,FD890,27156490,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",FD890
9/26/2022,10/1/2022,GL233,34921394,Tuition,,Toddler,FD,Monthly,"$1,160.12 ",,,,, $-   ,"$1,160.12 ","($1,008.98)",$151.14 ,GL233
9/26/2022,10/1/2022,GG321,26790780,Tuition,,Primary,5SD,Monthly,$950.00 ,Old Price Discount,,,,($100.00),$850.00 , $-   ,$850.00 ,GG321
9/26/2022,10/1/2022,HI661,29620481,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,HI661
9/26/2022,10/1/2022,ID192,24855056,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Teacher Discount,,,,($110.00),$990.00 , $-   ,$990.00 ,ID192
9/26/2022,10/1/2022,IK711,24860136,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",IK711
9/26/2022,10/1/2022,IM477,24750153,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Employee discount,,,,"($1,155.00)", $-   , $-   , $-   ,IM477
9/26/2022,10/1/2022,IO751,24857727,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Corporate Discount,,,($102.50),$997.50 , $-   ,$997.50 ,IO751
9/26/2022,10/1/2022,IS126,26787660,Tuition,,Primary,5SD,Monthly,$950.00 ,Old Price Discount,,,,($100.00),$850.00 , $-   ,$850.00 ,IS126
9/26/2022,10/1/2022,IB398,24860050,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",IB398
9/26/2022,10/1/2022,IA196,26788752,Tuition,,Primary,5SD,Monthly,$950.00 ,Sibling / family discount,,,,($47.50),$902.50 , $-   ,$902.50 ,IA196
9/26/2022,10/1/2022,JC823,19924479,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,JC823
9/26/2022,10/1/2022,JA734,24853774,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Friends & Family,,,,($550.00),$550.00 , $-   ,$550.00 ,JA734
9/26/2022,10/1/2022,JA456,20358473,Tuition,,Primary,FD,Monthly,$950.00 ,Employee discount,,,,($950.00), $-   , $-   , $-   ,JA456
9/26/2022,10/1/2022,JG799,24750697,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",JG799
9/26/2022,10/1/2022,JN116,28375109,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",JN116
9/26/2022,10/1/2022,JA173,26791798,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,JA173
9/26/2022,10/1/2022,JH765,28716596,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",JH765
9/26/2022,10/1/2022,JI590,28641574,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,JI590
9/26/2022,10/1/2022,JT345,26800772,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Friends & Family,,,,($450.00),$550.00 , $-   ,$550.00 ,JT345
9/26/2022,10/1/2022,JF474,24860121,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, CCA,,,"($1,100.00)", $-   , $-   , $-   ,JF474
9/26/2022,10/1/2022,JT755,26805753,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount, Healthcare Worker,,($142.62),$857.38 , $-   ,$857.38 ,JT755
9/26/2022,10/1/2022,KA740,24852913,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Friends & Family,,,,"($1,100.00)", $-   , $-   , $-   ,KA740
9/26/2022,10/1/2022,KL978,26807589,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,KL978
9/26/2022,10/1/2022,KP691,24889005,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Financial aid,,,,($105.00),$995.00 , $-   ,$995.00 ,KP691
9/26/2022,10/1/2022,KJ993,20835615,Tuition,,Elementary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,KJ993
9/26/2022,10/1/2022,KB487,24902163,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",KB487
9/26/2022,10/1/2022,LM654,24860022,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",LM654
9/26/2022,10/1/2022,LA985,26800777,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Friends & Family,,,,($450.00),$550.00 , $-   ,$550.00 ,LA985
9/26/2022,10/1/2022,LB193,21818784,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,($869.00),$286.00 , $-   ,$286.00 ,LB193
9/26/2022,10/1/2022,LJ120,21840870,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,LJ120
9/26/2022,10/1/2022,LE969,31374620,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Healthcare Worker,,,,($50.00),$950.00 , $-   ,$950.00 ,LE969
9/26/2022,10/1/2022,LH141,26807605,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,LH141
9/26/2022,10/1/2022,LK967,29930229,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Sibling / family discount,,,($102.50),$997.50 , $-   ,$997.50 ,LK967
9/26/2022,10/1/2022,LT853,26805129,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,LT853
9/26/2022,10/1/2022,LN299,26804217,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Corporate Discount,,,($97.50),$902.50 , $-   ,$902.50 ,LN299
9/26/2022,10/1/2022,LM145,27976444,Tuition,,Middle/High,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",LM145
