Date,StudentName,FirstName,LastName,SiblingName,ChargeCategory,OriginalCharge,DiscountType,DiscountAmount,Adjustment,BillingAmount,Status,Gender,Age,City,State,Program,Room,Schedule,StartTime,EndTime
2/1/2023,Isha Dissanayake,Isha,Dissanayake,,Tuition,"$1,100.00",Teacher Discount,-$110.00,$0.00,$990.00,Active,female,3,Rowlett,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Isla Kerns,Isla,Kerns,Liam,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,female,3,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Iva Ogunyemi,Iva,Ogunyemi,,Tuition,"$1,100.00",Corporate Discount,-$102.50,$0.00,$997.50,Active,female,3,Plano,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Ivan Shrivastava,Ivan,Shrivastava,,Tuition,$950.00,Old Price Discount,-$100.00,$0.00,$850.00,Inactive,female,4,,,Primary,,5HD,8:30 AM,12:00 PM
2/1/2023,Ivory Black,Ivory,Black,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Inactive,female,5,Rowlett,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
2/1/2023,Izzideen Alhidmi,Izzideen,Alhidmi,,Tuition,$950.00,Sibling ,-$47.50,-$451.25,$451.25,Inactive,male,5,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Jaden Cereceres,Jaden,Cereceres,,Tuition,"$1,050.00",Healthcare Worker,-$52.50,$0.00,$997.50,Active,male,11,Sachse,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Janna Alhidmi,Janna,Alhidmi,,Tuition,"$1,000.00",Old Price Discount,-$50.00,-$475.00,$475.00,Inactive,female,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Jassem Sheikh,Jassem,Sheikh,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Inactive,male,8,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Jena Altarda,Jena,Altarda,Layaan,Tuition,"$1,100.00",Friends & Family,-$550.00,$0.00,$550.00,Active,female,3,Wylie,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Jenna Alsabawe,Jenna,Alsabawe,Taleen,Tuition,$950.00,Employee discount,-$950.00,$0.00,$0.00,Active,female,8,Garland,Texas,Lower Elementary,Newton,5SD,8:30 AM,2:45 PM
2/1/2023,Jonah Gheewala,Jonah,Gheewala,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Inactive,female,1,,,Infant,,FD,7:00 AM,6:00 PM
2/1/2023,Jonathan Nguyen,Jonathan,Nguyen,Amadeus,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,male,6,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Jude Akar,Jude,Akar,Karam,Tuition,"$1,050.00",Employee discount,"-$1,050.00",$0.00,$0.00,Active,male,7,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Jude Hart,Jude,Hart,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,7,Plano,Texas,Lower Elementary,Newton,5SD,8:30 AM,2:45 PM
2/1/2023,Jude Ibrahim,Jude,Ibrahim,,Tuition,$950.00,,$0.00,$0.00,$950.00,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Jude Tarda,Jude,Tarda,,Tuition,"$1,000.00",Friends & Family,-$450.00,$0.00,$550.00,Inactive,female,4,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Juliana Fuentes,Juliana,Fuentes,,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,female,4,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,June Toufexis,June,Toufexis,Ava,Tuition,"$1,000.00",Sibling ,-$142.62,$0.00,$857.38,Active,female,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Kaouthar Tayebi,Kaouthar,Tayebi,Bouchra,Tuition,"$1,000.00",Friends & Family,-$300.00,$0.00,$700.00,Active,female,11,Richardson,Texas,Upper Elementary,Einstein,5SD,8:30 AM,2:45 PM
2/1/2023,Karam Akar,Karam,Akar,Jude,Tuition,"$1,100.00",Friends & Family,"-$1,100.00",$0.00,$0.00,Active,male,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Katherine Li,Katherine,Li,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Active,female,5,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Kellan Palmer,Kellan,Palmer,,Tuition,"$1,000.00",Financial aid,-$105.00,$0.00,$895.00,Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Keyan Jibrin,Keyan,Jibrin,Ameera,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Inactive,male,9,Richardson,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Khalid Alnaqshabandi,Khalid,Alnaqshabandi,,Tuition,"$1,050.00",Employee discount,"-$1,050.00",$0.00,$0.00,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Kidus Tegene,Kidus,Tegene,,Tuition,"$1,050.00",Friends & Family,-$200.00,$0.00,$850.00,Inactive,male,8,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Kingston Betters,Kingston,Betters,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Active,male,4,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Kira Diaz,Kira,Diaz,Emma,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Inactive,female,4,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Laina Miller,Laina,Miller,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Inactive,female,3,Murphy,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
2/1/2023,Layaan Altarda,Layaan,Altarda,Jena,Tuition,"$1,000.00",Friends & Family,-$450.00,$0.00,$550.00,Active,female,6,Wylie,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Layan Abuawwad,Layan,Abuawwad,,Tuition,$950.00,,$0.00,$0.00,$950.00,Inactive,female,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Leila Johnson,Leila,Johnson,Avah,Tuition,$577.50,CCA Discount,-$111.10,$0.00,$466.40,Inactive,female,,,,Toddler,,FD,7:00 AM,6:00 PM
2/1/2023,Leyah Elashi,Leyah,Elashi,,Tuition,"$1,000.00",Healthcare Worker,-$50.00,$0.00,$950.00,Inactive,female,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Liam Holman,Liam,Holman,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Inactive,male,4,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Liam Kerns,Liam,Kerns,Isla,Tuition,"$1,100.00",Sibling ,-$102.50,$0.00,$997.50,Active,male,5,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Liam Tamo,Liam,Tamo,Ella,Tuition,"$1,050.00",Sibling ,-$100.00,$0.00,$950.00,Active,male,7,Richardson,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,London Frye,London,Frye,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Active,female,7,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Lorenzo Sifuentes,Lorenzo,Sifuentes,,Tuition,"$1,050.00",Old Price Discount,-$50.00,$0.00,"$1,000.00",Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Luca Dimoulakis,Luca,Dimoulakis,,Tuition,"$1,050.00",Sibling ,-$100.00,$0.00,$950.00,Inactive,male,6,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Lucas Salm,Lucas,Salm,,Tuition,$950.00,Healthcare Worker,-$47.50,$0.00,$902.50,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Luna Hernandez,Luna,Hernandez,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,female,3,Plano,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
2/1/2023,Maher Abu Irsheid,Maher,Abu Irsheid,,Tuition,"$1,000.00",Friends & Family,-$150.00,$0.00,$850.00,Inactive,male,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Majdi ElKhalili,Majdi,ElKhalili,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,4,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Malak Rhanoui,Malak,Rhanoui,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Mariam Jafri,Mariam,Jafri,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Inactive,female,3,,,Toddler,,FD,7:00 AM,6:00 PM
2/1/2023,Marlo Bonfante,Marlo,Bonfante,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
2/1/2023,Marya Elashi,Marya,Elashi,,Tuition,$900.00,Sibling ,-$45.00,$0.00,$855.00,Inactive,female,4,,,Primary,,3SD,8:30 AM,2:45 PM
2/1/2023,Matthew Lee,Matthew,Lee,,Tuition,"$1,000.00",Corporate Discount,-$97.50,$0.00,$902.50,Inactive,male,4,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Maxwell Sampson,Maxwell,Sampson,Bonnie,Tuition,"$1,018.50",Old Price Discount,-$96.90,$0.00,$921.60,Active,male,11,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Maya Abunijmeh,Maya,Abunijmeh,,Tuition,$950.00,Old Price Discount,-$100.00,$0.00,$850.00,Active,female,6,Sachse,Texas,Lower Elementary,Newton,5SD,8:30 AM,2:45 PM
2/1/2023,Mikaela Tegene,Mikaela,Tegene,,Tuition,"$1,000.00",Friends & Family,-$192.50,$0.00,$807.50,Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Milo Arnquist,Milo,Arnquist,,Tuition,"$1,050.00",Old Price Discount,-$50.00,$0.00,"$1,000.00",Inactive,male,10,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Minnie Attebery,Minnie,Attebery,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,"-$1,045.00",$0.00,Active,female,3,Garland,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
2/1/2023,Mira Vayni,Mira,Vayni,,Tuition,"$1,100.00",Friends & Family,-$300.00,$0.00,$800.00,Inactive,female,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Mohamad-Burhan Arshouk,Mohamad-Burhan,Arshouk,,Tuition,"$1,000.00",Friends & Family,-$200.00,$0.00,$800.00,Inactive,male,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Mohamed Tarda,Mohamed,Tarda,,Tuition,"$1,000.00",Friends & Family,-$450.00,$0.00,$550.00,Inactive,male,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Mojore Temitope,Mojore,Temitope,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Muhammad baari Alikhan,Muhammad,baari Alikhan,,Tuition,$900.00,Old Price Discount,-$50.00,$0.00,$850.00,Active,male,4,Sachse,Texas,Primary,Chevalier,5HD,8:30 AM,12:00 PM
2/1/2023,Muhammad Ruhaan,Muhammad,Ruhaan,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Active,male,4,Garland,Texas,Primary,Cassatt,5SD,8:30 AM,2:45 PM
2/1/2023,Mustafa Syed,Mustafa,Syed,,Tuition,$950.00,Healthcare Worker,-$47.50,$0.00,$902.50,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Navya Srinivasan,Navya,Srinivasan,,Tuition,"$1,100.00",Corporate Discount,-$102.50,$0.00,$997.50,Inactive,female,3,,,Toddler,,FD,7:00 AM,6:00 PM
2/1/2023,Naya Kato,Naya,Kato,,Tuition,$900.00,Old Price Discount,-$100.00,$0.00,$800.00,Active,female,5,Sachse,Texas,Primary,Cassatt,5SD,8:30 AM,2:45 PM
2/1/2023,Noora Nazimuddin,Noora,Nazimuddin,Ali,Tuition,$900.00,,$0.00,$0.00,$900.00,Active,female,4,Plano,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
2/1/2023,Nooran Alzobi,Nooran,Alzobi,Ghufran,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,female,1,Garland,Texas,Infant,Vivaldi,FD,7:00 AM,6:00 PM
2/1/2023,Nyla Sigue,Nyla,Sigue,,Tuition,$950.00,,$0.00,$0.00,$950.00,Inactive,female,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Nzuh Hussein,Nzuh,Hussein,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,9,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Oliver Zinck,Oliver,Zinck,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Inactive,male,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Olivia Campos,Olivia,Campos,,Tuition,"$1,100.00",Teacher Discount,-$102.50,$0.00,$997.50,Inactive,female,2,,,Toddler,,3SD,8:30 AM,2:45 PM
2/1/2023,Omar  I. Memon,Omar,I. Memon,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Dallas,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Omar Abdelmaksoud,Omar,Abdelmaksoud,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,male,3,Richardson,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
2/1/2023,Omolade Saka Jr.,Omolade,Saka Jr.,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Inactive,female,2,,,Toddler,,FD,7:00 AM,6:00 PM
2/1/2023,Orson Guillet Wallace,Orson,Guillet Wallace,,Tuition,"$1,067.00",Teacher Discount,-$104.03,$0.00,$962.97,Inactive,male,2,,,Toddler,,FD,7:00 AM,6:00 PM
2/1/2023,Paul Crews,Paul,Crews,,Tuition,"$1,000.00",,,-$75.00,$925.00,Inactive,male,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Penelope Garza,Penelope,Garza,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,4,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Rachel Mathews,Rachel,Mathews,,Tuition,$846.00,,$0.00,$0.00,$846.00,Active,female,2,Richardson,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
2/1/2023,Ragnar Esparza,Ragnar,Esparza,Abigail,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,male,4,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Rania Ahmed Khalil,Rania,Ahmed Khalil,,Tuition,"$1,000.00",Sibling ,"-$1,000.00",$0.00,$0.00,Active,female,8,Richardson,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Reegan Mancha,Reegan,Mancha,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,11,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Reign Esparza,Reign,Esparza,Abigail,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,male,2,Richardson,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
2/1/2023,Rhett Brown,Rhett,Brown,Violet,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,male,5,Sachse,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Rimas Almoustafa,Rimas,Almoustafa,,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Active,female,11,,,Upper Elementary,Einstein,5SD,8:30 AM,2:45 PM
2/1/2023,Rozan Alzobi,Rozan,Alzobi,Ghufran,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,8,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Ryan Christensen,Ryan,Christensen,,Tuition,"$1,155.00",Old Price Discount,-$55.00,$0.00,"$1,100.00",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
2/1/2023,Samhitha R. Peddolla,Samhitha,R. Peddolla,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Active,female,3,Sachse,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
2/1/2023,Samuel Kim,Samuel,Kim,,Tuition,"$1,155.00",Healthcare Worker,-$110.00,$0.00,"$1,045.00",Active,male,2,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Sarah Shurafa,Sarah,Shurafa,Ayah,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,female,5,Rowlett,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Sedona Redmond,Sedona,Redmond,,Tuition,"$1,000.00",Sibling ,-$185.49,$0.00,$814.51,Active,female,5,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Seerah Iqbal,Seerah,Iqbal,,Tuition,"$1,000.00",Employee discount,-$525.00,$0.00,$475.00,Inactive,female,6,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Shazil Wadiwala,Shazil,Wadiwala,Shifa,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Active,male,7,Sachse,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
2/1/2023,Shifa Wadiwala,Shifa,Wadiwala,Shazil,Tuition,"$1,000.00",Sibling ,-$50.00,$0.00,$950.00,Active,female,4,Sachse,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Sidi Amadou Njie,Sidi,Amadou Njie,,Tuition,"$1,155.00",Healthcare Worker,-$57.75,$0.00,"$1,097.25",Active,male,2,Richardson,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
2/1/2023,Sofia Ali,Sofia,Ali,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Inactive,female,4,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Sophia James,Sophia,James,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,female,3,Rowlett,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
2/1/2023,Stefan Escobar,Stefan,Escobar,Dominik,Tuition,$997.50,Old Price Discount,-$95.00,$0.00,$902.50,Active,male,10,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
2/1/2023,Stella Wallace,Stella,Wallace,,Tuition,"$1,155.00",Old Price Discount,-$55.00,$0.00,"$1,100.00",Active,female,2,Richardson,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Steve Smith,Steve,Smith,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,male,3,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Steve Thomas,Steve,Thomas,,Tuition,"$1,155.00",Sibling ,-$57.75,$0.00,"$1,097.25",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
2/1/2023,Suri Jia,Suri,Jia,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,4,Plano,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Taha Iqbal,Taha,Iqbal,,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Inactive,male,8,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Taleen AlSabawe,Taleen,AlSabawe,Jenna,Tuition,"$1,050.00",Employee discount,"-$1,050.00",$0.00,$0.00,Active,female,7,Garland,Texas,Lower Elementary,Newton,5SD,8:30 AM,2:45 PM
2/1/2023,Tristan Lindsey,Tristan,Lindsey,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,male,2,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Uhunoman Orhue,Uhunoman,Orhue,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,female,3,Garland,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
2/1/2023,Victoria Akuba,Victoria,Akuba,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,5,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Violet Brown,Violet,Brown,Rhett,Tuition,"$1,000.00",Sibling ,-$50.00,$0.00,$950.00,Active,female,5,Sachse,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Vladislav Vidarte,Vladislav,Vidarte,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Inactive,male,5,,,Primary,,FD,7:00 AM,6:00 PM
2/1/2023,Waleed Alsahli,Waleed,Alsahli,,Tuition,"$1,000.00",Friends & Family,"-$1,000.00",$0.00,$0.00,Inactive,male,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
2/1/2023,Wells Nevill,Wells,Nevill,,Tuition,"$1,155.00",Healthcare Worker,-$110.00,$0.00,"$1,045.00",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
2/1/2023,Yusuf Nizami,Yusuf,Nizami,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,male,3,Murphy,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
2/1/2023,Yusuf Parekh,Yusuf,Parekh,,Tuition,$950.00,,$0.00,$0.00,$950.00,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
2/1/2023,Yusuf Siddiqui,Yusuf,Siddiqui,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Active,male,3,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
2/1/2023,Zaid Ismail,Zaid,Ismail,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,male,4,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
2/1/2023,Zain Amerih,Zain,Amerih,,Tuition,"$1,050.00",Friends & Family,"-$1,050.00",$0.00,$0.00,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Zain Jafri,Zain,Jafri,,Tuition,"$1,050.00",Sibling ,-$52.50,$0.00,$997.50,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
2/1/2023,Zain Zebi,Zain,Zebi,,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,male,4,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
2/1/2023,Zane Kyle Jones,Zane,Kyle Jones,,Tuition,"$1,155.00",Old Price Discount,-$55.00,$0.00,"$1,100.00",Active,male,2,Rockwall,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
2/1/2023,Zara Rios,Zara,Rios,,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,female,7,Plano,Texas,Lower Elementary,Newton,5SD,8:30 AM,2:45 PM
2/1/2023,Zayn Currimbhoy,Zayn,Currimbhoy,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,male,4,,,Primary,,3SD,8:30 AM,2:45 PM
2/1/2023,Zayyan Jangda,Zayyan,Jangda,Aaliyan,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
3/1/2023,Aaliyan Jangda,Aaliyan,Jangda,Zayyan,Tuition,"$1,000.00",Sibling ,-$50.00,$0.00,$950.00,Active,male,4,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
3/1/2023,Abdul hadi Bhangda,Abdul,hadi Bhangda,,Tuition,$950.00,Old Price Discount,$47.50,$0.00,$902.50,Inactive,male,4,Plano,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
3/1/2023,Abigail Esparza,Abigail,Esparza,Ragnar,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,8,Richardson,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
3/1/2023,Adam Alfaqir,Adam,Alfaqir,,Tuition,"$1,100.00",Friends & Family,-$200.00,$0.00,$900.00,Inactive,male,2,,,Toddler,,FD,7:00 AM,6:00 PM
3/1/2023,Adira Oberhansley,Adira,Oberhansley,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Active,female,3,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
3/1/2023,Adriana Tran,Adriana,Tran,Arlo,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,female,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
3/1/2023,Aidan Lay,Aidan,Lay,,Tuition,$650.00,,-$500.00,$0.00,$150.00,Inactive,male,2,,,Toddler,,FD,7:00 AM,6:00 PM
3/1/2023,Aiden Vu,Aiden,Vu,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Inactive,male,3,,,Toddler,,FD,7:00 AM,6:00 PM
3/1/2023,Alaina Barnwell,Alaina,Barnwell,,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,female,2,Garland,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
